facility_id_cphl,Facility_CPHL,Level,Hub,DHIS2_Facility_Sync,Level_DHIS2,Facility_uid,Coordinates_DHIS2,Ownership_DHIS2,Authority_DHIS2,Subcounty_DHIS2,Subcounty_uid,District_CPHL,District_DHIS2,District_uid,Region_CPHL,Region_DHIS2,Region_uid
,FR.Bilbao HC III,HC III,Moyo Hub,Fr. Bilbao/Bilbao HC III,HC III,MQ5ynJIzkbh,"[31.78253,3.66113]",Private Not For Profit,UCMB,Metu Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Franciscan HC KAKOOGE,,Nakasongola Hub,Francisca Clinic - NR,HC II,K56hypi6AUE,0,0,0,Kakiri Subcounty,aIahLLmtvgT,Nakasongola,Wakiso District,aIahLLmtvgT,Central 2,Central Region,VA90IqaI4Ji
,Gadafi HC III,HC III,Jinja Hub,Gaddafi HC III,HC III,BMmhOqlF4EB,"[33.20341,0.45029]",Government,Army,JMC West HSD,aJR2ZxSH7g4,Jinja,Jinja District,aJR2ZxSH7g4,East Central,Eastern Region,adZ6T35ve4h
,Gadumire HC III,HC III,Bumanya Hub,Gadumire HC III,HC III,Jh6Ds2pV5vS,"[33.510535,1.10778]",Government,MOH,Gadumire Subcounty,kJCEJnXLgnh,Kaliro,Kaliro District,kJCEJnXLgnh,East Central,Eastern Region,adZ6T35ve4h
,Gagming HC II,HC II,Abim Hub,Gangming HC II,HC II,JO1cLIghdBv,"[33.59051,2.55633]",Government,MOH,Lotuke Subcounty,NREoMszwQZW,Abim,Abim District,NREoMszwQZW,North East,Northern Region,pz9Uu65Irbg
,Galibileka HC II,HC II,Kagadi Hub,Galiboleka HC II,HC II,eJgKrwRqQaC,"[30.77994,0.98734]",0,Local Government,Muhorro Subcounty,orgY0d5MJa9,Kibaale,Kagadi District,orgY0d5MJa9,Mid Western,Western Region,auJdpeHbeet
,Galilee Hospital,Hospital,Kampala Hub,Galilee Community General HOSPITAL,General Hospital,oGFpXMmq8U0,0,Private For Profit,Local Government,Rubaga Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Galimagi HC III,HC III,Pallisa Hub,Galimagi HC III,HC III,auY0zuO56sC,"[33.93438,1.175386]",NGO,0,Petete Subcounty,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
,Galiraaya HC III,HC III,Kayunga Hub,Galiraya HC III,HC III,yZIc8DX7kUx,"[32.81643,1.34951]",Government,MOH,Galiraya Subcounty,ykxQEnZGXkj,Kayunga,Kayunga District,ykxQEnZGXkj,Central 2,Central Region,VA90IqaI4Ji
,Gamatimbeyi HC III,HC III,Kapchorwa Hub,Gamatimbei HC III,HC III,eN47KTA7oAK,"[34.35095,1.29666]",Government,MOH,Namisuni Subcounty,auLatLbcOxf,Bulambuli,Bulambuli District,auLatLbcOxf,Mid Eastern,Eastern Region,adZ6T35ve4h
,Gamatui HC II,HC III,Kapchorwa Hub,Gamatui HC II,HC II,UYWZjSrracT,"[34.38256,1.33129]",Private Not For Profit,UCMB,Sipi Subcounty,aginheWSLef,Kapchorwa,Kapchorwa District,aginheWSLef,Mid Eastern,Eastern Region,adZ6T35ve4h
,Gamogo HC III,HC III,Kapchorwa Hub,Gamogo HC III,HC III,jKb8fhTLrfC,"[34.35781,1.31145]",Government,0,Gamogo  Subcounty,aginheWSLef,Kapchorwa,Kapchorwa District,aginheWSLef,Mid Eastern,Eastern Region,adZ6T35ve4h
,Gangama HC II,HC II,Mbale Hub,Gangama St. Fatima HC II,HC II,ZNsYKx9M5ag,0,Private Not For Profit,UCMB,Mbale Northern Division,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Gasovu HC III,HC III,Kisoro Hub,Gasovu HC III,HC III,TEmxmKVJJPa,"[29.703012,-1.310918]",Government,MOH,Nyabwishenya Subcounty,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Gateriteri HC III,HC III,Kisoro Hub,Gateriteri HC III,HC III,V5l3C1YQlLa,"[29.75340,-1.22027]",Government,MOH,Bukimbiri Subcounty,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Gbalala HC II,HC II,Moyo Hub,Gbalala HC II,HC II,biQmsTGoRmT,"[31.58361,3.58468]",Government,MOH,Laropi Sub County,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Gborokolongo HC III,HC III,Koboko Hub ,Gborokolongo HC III,HC III,gSxv8y8vQ4H,"[31.063338,3.431915]",Government,MOH,Abuku Subcounty,iqsaGItA68C,Koboko,Koboko District,iqsaGItA68C,West Nile,Northern Region,pz9Uu65Irbg
,Ggoli HC III (Mpigi),HC III,Mpigi Hub ,Ggoli HC III NGO,HC III,SzVYBCcGiM7,"[32.22679,0.13734]",Private Not For Profit,UCMB,Kammengo Subcounty,YMMexeHFUay,Mpigi,Mpigi District,YMMexeHFUay,Central 1,Central Region,VA90IqaI4Ji
,Ggolo HC III,HC III,Mpigi Hub ,Ggolo HC III,HC III,NHQdOv9RFcN,"[32.06144,0.08349]",Government,MOH,Nkozi Subcounty,YMMexeHFUay,Mpigi,Mpigi District,YMMexeHFUay,Central 1,Central Region,VA90IqaI4Ji
,Ggwatiro Hospital,Hospital,Kampala Hub,Ggwatiro Nursing Home HC III,HC III,aC6BO225r29,"[32.66144,0.35456]",Private Not For Profit,0,Kira Town Council,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Gogonyo HC III,HC III,Pallisa Hub,Gogonyo HC III,HC III,ci6s0lgQqFZ,"[33.61412,1.25442]",Government,MOH,Gogonyo Subcounty,WiVj4bEhX4P,Pallisa,Pallisa District,WiVj4bEhX4P,Mid Eastern,Eastern Region,adZ6T35ve4h
,Goli HC III (Nebbi),HC IV,Nebbi Hub,Goli HC III NGO,HC III,F3VE0gdRXu1,"[31.02779,2.39142]",NGO,UPMB,Nebbi Subcounty,Xjc0LDFa5gW,Nebbi,Nebbi District,Xjc0LDFa5gW,West Nile,Northern Region,pz9Uu65Irbg
,Goma HC III,HC III,Kayunga Hub,Goma HC III,HC III,NB0Ww6f0PiX,"[32.69448,0.39586]",Government,MOH,Goma Division,a0DfYpC2Rwl,Mukono ,Mukono District,a0DfYpC2Rwl,Central 2,Central Region,VA90IqaI4Ji
,Gombe Hospital ,Hospital,Gombe Hub,Gombe HOSPITAL,General Hospital,xuCJ8NBomxP,"[32.114144,0.184416]",Government,MOH,Gombe Town council,a3LMKP8z8Xj,Butambala,Butambala District,a3LMKP8z8Xj,Central 1,Central Region,VA90IqaI4Ji
,Goopi HC II,HC II,Moyo Hub,Goopi HC II,HC II,VZjIOTAddHZ,"[31.74693,3.61347]",Government,MOH,Metu Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Gulu Independent Hospital,Hospital,Gulu Hub,Gulu Independent Hospital,General Hospital,RsY5tCgiuHp,"[32.29025,2.77957]",Private For Profit,0,Bar-dege Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gulu Military Hospital (4th Division),Hospital,Gulu Hub,Gulu  Military Hospital,General Hospital,x1UaYpPwx6c,"[32.28098536,2.779666686]",Government,Army,Bar-dege Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gulu Police HC III,HC III,Gulu Hub,Gulu Police HC II,HC II,afGTmR6EesS,"[32.30535,2.77517]",Government,Police,Pece Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gulu Prison HC III,HC III,Gulu Hub,Gulu Prison HC III,HC III,i7JbInoEb2D,"[32.29153,2.77277]",Government,Prisons,Layibi Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gulu R R Hospital,Regional Referral Hospital,Gulu Hub,Gulu Regional Referal Hospital,RR Hospital,QDc7Wijvfca,"[32.29853,2.78069]",Government,MOH,Laroo Division,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gweng-coo HC II,HC II,Kitgum Hub,Gweng-coo HC II,HC II,resqo4n29Tk,"[32.88133,3.2223]",Government,MOH,Labongo Amida Subcounty,pnTVIF5v27r,Kitgum,Kitgum District,pnTVIF5v27r,Mid Northern,Northern Region,pz9Uu65Irbg
,GwengDiya HC II,HC II,Gulu Hub,GwengDiya HC II,HC II,F6wXWJHDAlo,"[32.33589,2.93559]",Government,MOH,Awach Subcounty,Gwk4wkLz7EW,Gulu,Gulu District,Gwk4wkLz7EW,Mid Northern,Northern Region,pz9Uu65Irbg
,Gwere HC II,HC II,Moyo Hub,Gwere HC II,HC II,aFLv0Mbd84E,"[31.55614,3.58451]",Government,MOH,Lefori Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Gweri HC III,HC III,Soroti Hub,Gweri HC III,HC III,WY3yVWM5gaL,"[33.731964,1.720797]",Government,MOH,Gweri Subcounty,srmGjHrpVE5,Soroti,Soroti District,srmGjHrpVE5,North East,Eastern Region,adZ6T35ve4h
,Haama HC II,HC II,Buyinja Hub,Haama HC II,HC II,W7fiTCkLzlW,"[33.698084,-0.119289]",Government,MOH,Sigulu Islands Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Haama HC II,HC II,Buyinja Hub,Haama HC II,HC II,W7fiTCkLzlW,"[33.698084,-0.119289]",Government,MOH,Sigulu Islands Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Hakishenyi HC II,HC II,Kabale Hub,Hakishenyi HC II,HC II,V5s2f18WoNf,"[29.99274,-1.17162]",Private Not For Profit,UCMB,Nyamweru Subcounty,wZrfAgC3WrU,Kabale,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
,Hamurwa HC IV,HC IV,Kabale Hub,Hamurwa HC IV,HC IV,GzCsU3tbMbg,"[29.903637,-1.129296]",Government,MOH,Hamurwa Subcounty,wZrfAgC3WrU,Rubanda,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
,Hapuuyo HC III,HC III,Kyegegwa Hub,Hapuuyo HC III,HC III,a1H4RSyoXOj,"[31.06648,0.59789]",Government,MOH,Hapuuyo Subcounty,a9tQqo1rSj7,Kyegegwa,Kyegegwa District,a9tQqo1rSj7,Mid Western,Western Region,auJdpeHbeet
,Hassan Tourabi,Clinic,Wakiso Hub ,,,,,,,,,Wakiso,,,Central 1,,
,Health Initiative for Africa- Uganda,Special Clinic,Kawolo Hub,Health Initiative for Africa - Uganda,HC II,D2O6Qzf4hl8,0,NGO,CSO,Buikwe Town Council,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Health Initiatives Association,Special Clinic,Kawolo Hub,Health Initiative Association Uganda,HC II,U4PSDjSLsi2,0,NGO,CSO,Buikwe Town Council,x75Yh65MaUa,Buikwe ,Buikwe District,x75Yh65MaUa,Central 2,Central Region,VA90IqaI4Ji
,Henrob Medical Centre,Medical Centre,Kampala Hub,Henrob Family Clinic,Clinic,u3SLVGPpWI8,0,0,0,Ssabagabo-Makindye Subcounty,aIahLLmtvgT,Wakiso,Wakiso District,aIahLLmtvgT,Central 1,Central Region,VA90IqaI4Ji
,Herman Meiner HC II,HC II,Gulu Hub,,,,,,,,,Gulu,,,Mid Northern,,
,Hima  Govt HC III,HC III,Kilembe Mines Hub,,,,,,,,,Kasese,,,Mid Western,,
,Hima Cement Clinic,HC IV,Kilembe Mines Hub,,,,,,,,,Kasese,,,Mid Western,,
,Hoima R R Hospital,Regional Referral Hospital,Hoima Hub,Hoima REGIONAL REF Hospital,RR Hospital,V2ylFCAVj0U,"[31.354685,1.430788]",Government,MOH,Kahoora Division,PJFtfCyp6Rb,Hoima,Hoima District,PJFtfCyp6Rb,Mid Western,Western Region,auJdpeHbeet
,Holy Cross HC III (Kikyusa),HC III,Luwero Hub,,,,,,,,,Luweero,,,Central 2,,
,Holy Cross Orthodox (Namungoona) Hospital ,Hospital,Kampala Hub,,,,,,,,,Kampala,,,Kampala,,
,Holy Family Hospital-Nyapea,Hospital,Warr Hub ,,,,,,,,,Zombo,,,West Nile,,
,Holy Innocent Childrens Hospital(Mbarara),Hospital,Mbarara Hub,Holy Innocents Children's Hospital,General Hospital,aMldu85cKyD,"[30.64705,-0.62332]",Private Not For Profit,UCMB,Nyamitanga Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Holy Innocents HC III (Bukedea),HC III,Atutur Hub,Holy Innocents Health Centre,Clinic,TnIUAczx1Hq,0,Private For Profit,Local Government,Kolir Subcounty,tdZbtg9sZkO,Bukedea,Bukedea District,tdZbtg9sZkO,North East,Eastern Region,adZ6T35ve4h
,Hope Again Medical Centre (Kyenjojo),Special Clinic,Kyenjojo Hub,Hope Again Medical Centre HC III,HC III,aLF9fK0AtT7,"[30.57903,0.64479]",Private For Profit,Local Government,Butiiti Subcounty,O9MoQcpZ4uA,Kyenjojo,Kyenjojo District,O9MoQcpZ4uA,Mid Western,Western Region,auJdpeHbeet
,Hope Clinic Lukuli,Special Clinic,Kampala Hub,Hope Clinic Lukuli HC II,HC II,Ap53MmxflW6,"[32.60038,0.27986]",Private Not For Profit,UPMB,Makindye Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Hope Medical Centre,Medical Centre,Mbale Hub,Hope Medical Centre II,HC II,FJQvpVMUJlA,0,Private For Profit,Local Government,Bukiende Subcounty,yuo5ielNL7W,Mbale,Mbale District,yuo5ielNL7W,Mid Eastern,Eastern Region,adZ6T35ve4h
,Hope Medical Centre (AMG)(Sheema),,kitagata Hub,Hope Medical Centre HC II NGO,HC II,yP6WiIyFAj7,"[30.25646,-0.63541]",Private Not For Profit,0,Bugongi Town Council,xAJgEKKAeRA,Sheema,Sheema District,xAJgEKKAeRA,South Western,Western Region,auJdpeHbeet
,Hukeseho HC III,HC III,Buyinja Hub,Hukeseho HC III,HC III,a4qvKbfSybp,0,Private Not For Profit,0,Buyinja Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Hunter  Foundation  Hospital,Hospital,Bushenyi Hub,Hunter Foundation HC,General Hospital,HVXRwC8yC07,"[30.28716,-0.55523]",Private For Profit,CSO,Kyeizooba Subcounty,It5UGwdHAPF,Bushenyi,Bushenyi District,It5UGwdHAPF,South Western,Western Region,auJdpeHbeet
,Ibanda Hospital,Hospital,Ruhoko Hub,Ibanda Hospital,General Hospital,ahn03jwJwRI,"[30.44786,-0.13048]",Private Not For Profit,UCMB,Ibanda Town Council,r8WLxW9JwsS,Ibanda,Ibanda District,r8WLxW9JwsS,South Western,Western Region,auJdpeHbeet
,Iboa HC II,HC II,Moyo Hub,Iboa HC II,HC II,ZxrAPP6eP96,"[31.50772,3.40713]",Government,MOH,Itula Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Ibuje HC III,HC III,Apac Hub ,Ibuje HC III,HC III,M8mSJi1Qcah,"[32.37804,1.90068]",Government,MOH,Ibuje Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
,Ibulanku HC III,HC III,Iganga Hub,Ibulanku Community Health Centre HC III,HC III,kiuNceUg1Zo,"[33.5936,0.59936]",NGO,0,Ibulanku Subcounty,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Iceme HC III,HC III,Aber Hub,Iceme Ngo HC III,HC III,OYENvTcFrXW,"[32.57875,2.4672]",Private Not For Profit,UCMB,Iceme Subcounty,xpIFdCMhVHG,Oyam,Oyam District,xpIFdCMhVHG,Mid Northern,Northern Region,pz9Uu65Irbg
,Iganga Hospital,Hospital,Iganga Hub,Iganga Hospital,General Hospital,EKPCmrHaBSg,"[33.48449,0.61649]",Government,MOH,Iganga Central Division,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Iganga Islamic HC III,HC III,Iganga Hub,Iganga Islamic Medical Center HC III,HC III,aElqyBOYxsd,"[33.47537,0.61222]",Private Not For Profit,UMMB,Iganga Central Division,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Iganga Municipal Council HC III,HC III,Iganga Hub,Iganga Town Council HC III,HC III,M6qnxgpeCA4,"[33.47954,0.61598]",Government,MOH,Iganga Northern Division,oNxpMjveyZt,Iganga,Iganga District,oNxpMjveyZt,East Central,Eastern Region,adZ6T35ve4h
,Igayaza HC II,HC III,Kakindo Hub,Igayaza HC II,HC II,QP3xbv4C32B,"[31.156135256,0.942532688]",Government,Local Government,Birembo Subcounty,Lnewt3iIJaK,Kakumiro,Kakumiro District,Lnewt3iIJaK,Mid Western,Western Region,auJdpeHbeet
,Ihandiro HC III,HC III,Kagando Hub,Ihandiro HC III,HC III,q4C8iOvwk7A,"[29.777822,0.055679]",Government,MOH,Ihandiro Subcounty,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Ikamiro HC II,HC II,Kabale Hub,Ikamiro HC II,HC II,rxnRNKvVVX1,"[29.72869,-1.16839]",Government,MOH,Bukimbiri Subcounty,aPhSZRinfbg,Kabale,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Iki  Iki HC III,HC III,Mbale Hub,Iki-Iki HC III,HC III,cqonmIvPuVM,"[34.00364,1.10369]",Government,MOH,Iki-Iki Subcounty,kb7iUQISRlx,Budaka,Budaka District,kb7iUQISRlx,Mid Eastern,Eastern Region,adZ6T35ve4h
,Ikoba HC III,HC III,Masindi Hub,Ikoba HC III,HC III,I9E4CMmLVbn,"[31.636494,1.595759]",Government,MOH,Bwijanga Subcounty,xr8EMirOASp,Masindi ,Masindi District,xr8EMirOASp,Mid Western,Western Region,auJdpeHbeet
,Ikonia HC III,HC III,Iganga Hub,Ikonia HC III,HC III,BaAs4hm4jc7,"[33.30068,0.73114]",Government,MOH,Nawampiti Subcounty,hn1AlYtF1Pu,Luuka,Luuka District,hn1AlYtF1Pu,East Central,Eastern Region,adZ6T35ve4h
,Ikumba HC III (Kabale),HC III,Kabale Hub,Ikumba HC III,HC III,S1qinK4bVGQ,"[29.855253,-1.111628]",Government,MOH,Ikumba Subcounty,wZrfAgC3WrU,Rubanda,Rubanda District,wZrfAgC3WrU,South Western,Western Region,auJdpeHbeet
,Ikumbya HC III (Luuka),HC III,Kamuli Hub,Ikumbya HC III,HC III,Hw81fhqydaB,"[33.3243,0.98262]",Government,MOH,Ikumbya Subcounty,hn1AlYtF1Pu,Luuka,Luuka District,hn1AlYtF1Pu,East Central,Eastern Region,adZ6T35ve4h
,Imvepi HC III,HC III,Rhino Camp Hub ,Imvepi HC II,HC II,DDbLsI5S91i,"[31.28175,3.23418]",Government,MOH,Odupi Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Inde HC III,HC III,Rhino Camp Hub ,Inde HC III,HC III,amS3L4P6obf,"[31.2134,2.88227]",Government,MOH,Ogoko Subcounty,WcB3kLlgRTb,Arua,Arua District,WcB3kLlgRTb,West Nile,Northern Region,pz9Uu65Irbg
,Indilinga HC II,HC II,Moyo Hub,Indiliga HC II,HC II,atvpY5SsE88,"[31.55855,3.3536]",Government,MOH,Aliba Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Infectious Diseases Institute,,Kampala Hub,,,,,,,,,Kampala,,,Kampala,,
,Inomo HC III,HC III,Apac Hub ,Inomo HC III,HC III,mKvTS1QMd3x,"[32.67603,2.07697]",Government,MOH,Inomo Subcounty,JyZJhGXKeEq,Apac,Apac District,JyZJhGXKeEq,Mid Northern,Northern Region,pz9Uu65Irbg
,International Hospital Kampala,Hospital,Kampala Hub,International Hospital Kampala (IHK),General Hospital,a6MbTUZ12aw,"[32.61153,0.30528]",Private For Profit,Local Government,Makindye Division,aXmBzv61LbM,Kampala,Kampala District,aXmBzv61LbM,Kampala,Central Region,VA90IqaI4Ji
,Iremera HC III,HC III,Kisoro Hub,Iremera HC III,HC III,j1c8wmQO6d7,"[29.74703,-1.16518]",Government,MOH,Bukimbiri Subcounty,aPhSZRinfbg,Kisoro,Kisoro District,aPhSZRinfbg,South Western,Western Region,auJdpeHbeet
,Iriiri HC III,HC III,Moroto Hub,Iriri HC III,HC III,n5OgCMvxg5S,"[34.22672,2.12084]",Government,MOH,Iriiri Subcounty,EDhGji3EteB,Napak,Napak District,EDhGji3EteB,North East,Northern Region,pz9Uu65Irbg
,Irongo HC III,HC III,Iganga Hub,Irongo HC III,HC III,DHRgoZsi4Mx,"[33.26061,0.68651]",Government,MOH,Irongo Subcounty,hn1AlYtF1Pu,Luuka,Luuka District,hn1AlYtF1Pu,East Central,Eastern Region,adZ6T35ve4h
,Iruhuura HC III,HC III,FortPortal Hub,Iruhura COU HC III,HC III,lgY4lou7ebv,"[30.30993,0.46374]",Private Not For Profit,UPMB,Kasenda Subcounty,m77oR1YJESj,Kabarole,Kabarole District,m77oR1YJESj,Mid Western,Western Region,auJdpeHbeet
,Irundu HC III,HC III,Kidera Hub,Irundu HC III,HC III,GRE9Qa05dRS,"[33.37255,1.21848]",Government,MOH,Kagulu Subcounty,F3ccON3OCsL,Buyende ,Buyende District,F3ccON3OCsL,East Central,Eastern Region,adZ6T35ve4h
,Ishaka Adventist Hospital,Hospital,Bushenyi Hub,Ishaka Adventist Hospital,General Hospital,H61tgLIphOZ,"[30.13799,-0.54429]",Private Not For Profit,UPMB,Ishaka Division,It5UGwdHAPF,Bushenyi,Bushenyi District,It5UGwdHAPF,South Western,Western Region,auJdpeHbeet
,Ishongororo HC IV,HC IV,Ruhoko Hub,Ishongororo HC IV,HC IV,LwODrFWsUAR,"[30.49815,0.04915]",Government,MOH,Ishongororo Town Council,r8WLxW9JwsS,Ibanda,Ibanda District,r8WLxW9JwsS,South Western,Western Region,auJdpeHbeet
,Isibuka HC III,HC III,Rwekubo Hub,Isibuka Nursing Home HC III,HC III,E5kPcprgHM5,"[30.81565,-0.79116]",Private Not For Profit,CSO,Isingiro Town Council,UaR7OHycj8c,Isingiro,Isingiro District,UaR7OHycj8c,South Western,Western Region,auJdpeHbeet
,Isinde HC II,HC II,Buyinja Hub,Isinde  HC II,HC II,tLN9WUS83FH,0,Government,MOH,Buhemba Subcounty,Ut0ysYGEipO,Namayingo,Namayingo District,Ut0ysYGEipO,East Central,Eastern Region,adZ6T35ve4h
,Iss Clinic (Mbarara R R Hospital),Special Clinic,Mbarara Hub,Mbarara Regional Ref Hospital,RR Hospital,ZpJgSAyZtkl,"[30.65871,-0.61628]",Government,MOH,Kamukuzi Division,auswb7JO9wY,Mbarara,Mbarara District,auswb7JO9wY,South Western,Western Region,auJdpeHbeet
,Isule HC III,HC III,Kilembe Mines Hub,Isule HC III,HC III,dtVDXhCkmL8,"[30.065961,0.370333]",Government,MOH,Maliba Subcounty,aa8xVDzSpte,Kasese,Kasese District,aa8xVDzSpte,Mid Western,Western Region,auJdpeHbeet
,Isunga HC III,HC III,Kagadi Hub,Isunga HC III,HC III,v7vSvHb7QUU,"[30.885663,0.91119]",Government,Local Government,Kyanaisoke Subcounty,orgY0d5MJa9,Kagadi,Kagadi District,orgY0d5MJa9,Mid Western,Western Region,auJdpeHbeet
,Itojo Hospital,Hospital,Itojo Hub,Itojo Hospital,General Hospital,a7lnM83DJGy,"[30.276841,-0.785245]",Government,MOH,Itojo Subcounty,hAoe9dhZh9V,Ntungamo,Ntungamo District,hAoe9dhZh9V,South Western,Western Region,auJdpeHbeet
,Itula HC III,HC III,Moyo Hub,Itula HC III,HC III,X5ebRy9YPbR,"[31.65511,3.48494]",Government,MOH,Itula Subcounty,W0kQBddyGyh,Moyo,Moyo District,W0kQBddyGyh,West Nile,Northern Region,pz9Uu65Irbg
,Ivukula HC III,HC III,Bumanya Hub,Ivukula HC III,HC III,PrOL9DbHU3G,"[33.62512,0.94603]",Government,MOH,Ivukula Subcounty,esIUe2tQAtL,Namutumba ,Namutumba District,esIUe2tQAtL,East Central,Eastern Region,adZ6T35ve4h
,Iwemba HC III,HC III,Bugiri Hub,Iwemba HC III,HC III,rlXW6WfCgAp,"[33.807477,0.60354]",Government,MOH,Iwemba Subcounty,gUaoj8Geuao,Bugiri,Bugiri District,gUaoj8Geuao,East Central,Eastern Region,adZ6T35ve4h
,Iyolwa HC III,HC III,Tororo Hub,Iyolwa HC III,HC III,XJMwYIWSmOO,"[34.0847,0.62196]",Government,MOH,Iyolwa Subcounty,KhT80mlwJ3Y,Tororo,Tororo District,KhT80mlwJ3Y,Mid Eastern,Eastern Region,adZ6T35ve4h
,Jaana HC II,HC II,Kalangala Hub ,Jaana HC II,HC II,azzeotS1e0O,"[32.58054,-0.23060]",Government,MOH,Bubeke Subcounty,JrHILmtK0OU,Kalangala,Kalangala District,JrHILmtK0OU,Central 1,Central Region,VA90IqaI4Ji
,Jaana HC II,HC II,Kalangala Hub ,Jaana HC II,HC II,azzeotS1e0O,"[32.58054,-0.23060]",Government,MOH,Bubeke Subcounty,JrHILmtK0OU,Kalangala,Kalangala District,JrHILmtK0OU,Central 1,Central Region,VA90IqaI4Ji
,Jaguzi HC II,HC II,Kigandalo hub,Jagusi HC II,HC II,xvsvbPNHC2I,"[33.57965,0.12475]",Government,MOH,Jagusi Sub county,mv4gKtY0qW8,Mayuge,Mayuge District,mv4gKtY0qW8,East Central,Eastern Region,adZ6T35ve4h
,Jangokoro HC III,HC III,Warr Hub ,Jangokoro HC III,HC III,aTH1dUHop5k,"[30.88949,2.40891]",Government,MOH,Jang Okoro Subcounty,A4aGXEfdb8P,Zombo,Zombo District,A4aGXEfdb8P,West Nile,Northern Region,pz9Uu65Irbg
,JCRC Fort Portal,Special Clinic,FortPortal Hub,,,,,,,,,Kabarole,,,Mid Western,,
,JCRC Gulu,Special Clinic,Gulu Hub,,,,,,,,,Gulu,,,Mid Northern,,
,JCRC Kabale,Special Clinic,Kabale Hub,,,,,,,,,Kabale,,,South Western,,
,JCRC Kakira,Special Clinic,Jinja Hub,,,,,,,,,Jinja,,,East Central,,
,JCRC Lubowa(Wakiso),Special Clinic,Kampala Hub,,,,,,,,,Wakiso,,,Central 1,,
,JCRC Mbale,Special Clinic,Mbale Hub,,,,,,,,,Mbale,,,Mid Eastern,,
,JCRC Mbarara,Special Clinic,Mbarara Hub,,,,,,,,,Mbarara,,,South Western,,
,JCRC Mubende,Special Clinic,Mubende Hub,,,,,,,,,Mubende,,,Central 2,,
